n,n commande,date creation,date expedition,dernier statut,date dernier statut,date livraison/echec,prenom,nom,Gender,telephone,adresse,commune,wilaya,designation,prix,type,Brandt,frais livraison,freeshipping,paiement,id importation,type colis,premiere tentative,date premiere tentative,deuxieme tentative,date deuxieme tentative,troisieme tentative,date troisieme tentative
225,cmndByphone/Z,2022-03-07,2022-03-07,Retourne au vendeur,2022-03-26,2022-03-17,,Addison,HF,,quartier ain fakroun ,Constantine,Constantine,"Lexar Disque Ssd 256 Go Sata 3 6Gb/S 2,5"" - Ns100 - Noir",9490,stockage,Lexar,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-10,Tentative echouee (Client absent (reporte)),2022-03-15,Echec livraison (Client absent (reporte)),2022-03-17
226,cmndAl/echange,2022-03-07,,Retourne au vendeur,2022-03-13,,belkacem,Delly,H,5152080443,,Sidi Bel Abbes,Sidi Bel Abbes,WD ELEMENT Disque Dur Externe Portable 1 To - USB 3.0 - Noir,11000,stockage,WD,900,oui,paye,0,ecommerce,,,,,,
227,cmndAl/echange,2022-03-07,2022-03-07,Livre,2022-03-09,2022-03-09,belkacem,,H,8555937097,,Azazga,Tizi Ouzou,Sandisk Mini Flash Drive - IXPand - 64 GB,6200,stockage,Sandisk,750,oui,paye,0,ecommerce,Livre,2022-03-09,,,,
228,#1380,2022-03-08,2022-03-08,Livre,2022-03-09,2022-03-09,,,H,,centre ville,Mellakou,Tiaret,mac tech Dongle Hdmi Wifi Display Mt-Wd810 Noir,3100,stockage,mac,1600,oui,paye,0,ecommerce,Livre,2022-03-09,,,,
229,#1379,2022-03-08,2022-03-10,Retourne au vendeur,2022-03-26,2022-03-15,,Elle,H,8306917821,centre ville,Abadla,Bechar,Adata Adata Disque Dur Externe HV300 SLIM 1TB BLEU,9900,stockage,Adata,750,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-14,Echec livraison (Annule par le client),2022-03-15,,
230,#1378,2022-03-08,2022-03-08,Retourne au vendeur,2022-03-13,2022-03-09,,Adler,H,3339048967,centre ville,Bordj El Kiffan,Alger,Rack USB 3.0 pour Disque Dur Sata Externe 2.5'' et SSD - Rouge -,2200,stockage,Rack,900,oui,paye,0,ecommerce,Echec livraison (Client absent (echoue)),2022-03-09,,,,
231,#1375,2022-03-08,2022-03-10,Livre,2022-03-12,2022-03-12,,Larisa,H,2808615966,centre ville,Zeboudja,Chlef,FORCE7 Pack - 6 Debardeurs/Blanc + 6 Chaussettes - Blanc/Noir/Gris,1450,Mode Homme,FORCE7,900,oui,paye,0,ecommerce,Livre,2022-03-12,,,,
232,#1372,2022-03-08,2022-03-08,Livre,2022-03-09,2022-03-09,,,H,6941331885,centre ville,El Attaf,Ain Defla,Chemise Homme- Tono - Blanc -,1000,Mode Homme,Chemise,900,oui,paye,0,ecommerce,Livre,2022-03-09,,,,
233,#1369,2022-03-08,2022-03-10,Retourne au vendeur,2022-03-15,2022-03-12,lekhal ,Zechariah,H,4119538105,centre ville,Hassi Bounif,Oran,Roly T-Shirt Homme Jordan - Rouge,999,Mode Homme,Roly,900,oui,paye,0,ecommerce,Echec livraison (Client absent (echoue)),2022-03-12,,,,
234,#1367,2022-03-08,2022-03-10,Retourne au vendeur,2022-03-21,2022-03-15,ouness ,Johnny,H,9593978289,centre ville,Djerma,Batna,Champion Tong Homme - S20874 - Bleu Fonce,2990,Mode Homme,Champion,750,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-13,Tentative echouee (Client ne repond pas),2022-03-14,Echec livraison (Client ne repond pas),2022-03-15
235,#1361,2022-03-08,2022-03-08,Livre,2022-03-10,2022-03-10,,Gayle,H,3496711462,centre ville,El Bayadh,El Bayadh,VO7 Baskets Homme - Y-Knit Vador - Noir,3500,Mode Homme,VO7,1600,oui,paye,0,ecommerce,Livre,2022-03-10,,,,
236,#1358,2022-03-08,2022-03-10,Retourne au vendeur,2022-03-21,2022-03-15,,Eugenio,H,,centre ville,Skikda,Skikda,Celio T-Shirt - NESURF - White,950,Mode Homme,Celio,750,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-13,Tentative echouee (Client absent (reporte)),2022-03-14,Echec livraison (Client absent (reporte)),2022-03-15
237,#1363,2022-03-08,2022-03-08,Retourne au vendeur,2022-03-21,2022-03-14,,,H,1629881751,centre ville,Ain Oulmene,Setif,Pack - 6 Debardeurs/Blanc + 6 Chaussettes - Blanc/Noir/Gris,1449,Mode Homme,Pack,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-10,Tentative echouee (Client ne repond pas),2022-03-12,Echec livraison (Client ne repond pas),2022-03-13
238,#1376,2022-03-08,2022-03-08,Retourne au vendeur,2022-03-21,2022-03-13,,,H,4839494757,centre ville,Souk Ahras,Souk Ahras,Polo Club Collection Chaussures Hommes - Bleu - 0348-01,12000,Mode Homme,Polo,900,oui,paye,0,ecommerce,Tentative echouee (Telephone injoignable),2022-03-10,Tentative echouee (Client absent (reporte)),2022-03-12,Echec livraison (Client ne repond pas),2022-03-13
239,#1356,2022-03-08,2022-03-10,Retourne au vendeur,2022-03-21,2022-03-16,,Calley,F,5676188802,centre ville,El Bayadh,El Bayadh,Anit Caleçon Boxeur Boutonne Pour Homme - Noir,700,Mode Homme,Anit,1050,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-13,Tentative echouee (Client absent (reporte)),2022-03-14,Echec livraison (Client absent (echoue)),2022-03-16
240,#1353,2022-03-08,2022-03-10,Retourne au vendeur,2022-03-29,2022-03-21,,Samuel,H,,centre ville,Timimoun,Adrar,Anit Caleçon Boxeur Boutonne Pour Homme - Gris,700,Mode Homme,Anit,900,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-15,Tentative echouee (Client ne repond pas),2022-03-17,Echec livraison (Client ne repond pas),2022-03-21
241,#1351,2022-03-08,2022-03-08,Livre,2022-03-10,2022-03-10,,Eleanor,H,,centre ville,Souk Oufella,Bejaia,Basket Pour Homme - Vert Khaki (CH112012),3990,Mode Homme,Basket,750,oui,paye,0,ecommerce,Livre,2022-03-10,,,,
242,#1350,2022-03-08,2022-03-08,Livre,2022-03-10,2022-03-10,,,H,2007828080,centre ville,Collo,Skikda,Jack and Jones Short Homme - Jjianakin Jjcargo Shorts Akm 427 - Marron,6800,Mode Homme,Jack,1600,oui,paye,0,ecommerce,Livre,2022-03-10,,,,
243,cmndByphone,2022-03-08,2022-03-08,Retour groupe,2022-05-10,2022-03-13,,Cristin,H,8028280764,,Boudouaou,Boumerdes,Home Theatre - MS2114 - Noir,6900,audio,Home,750,oui,pas pret,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-10,Tentative echouee (Client absent (reporte)),2022-03-12,Echec livraison (Client ne repond pas),2022-03-13
244,#1345,2022-03-08,2022-03-08,Livre,2022-03-17,2022-03-17,,Darla,F,9362988274,centre ville,In Salah,Tamanrasset,Radio KEMAI MD-1901BT Bluetooth,5200,audio,Radio,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-14,Tentative echouee (Client absent (reporte)),2022-03-16,Livre,2022-03-17
245,cmndByphone,2022-03-08,2022-03-08,Livre,2022-03-10,2022-03-10,,Joli,F,2898737362,"centre ville, cite naceria 120 logement bloc 19 N 4 ",Bejaia,Bejaia,Campus Enceinte Led Clubber Bluetooth - SP-FY33 - Grise,3500,audio,Campus,900,oui,paye,0,ecommerce,Livre,2022-03-10,,,,
246,#1338,2022-03-08,2022-03-08,Retourne au vendeur,2022-03-29,2022-03-21,,Eugenio,F,1754120348,centre ville,Timimoun,Adrar,Logitech Haut Parleur 5.1 avec Caisson de Basses Lgitech - Z506 - Noir,27700,audio,Logitech,1400,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-12,Tentative echouee (Client ne repond pas),2022-03-17,Echec livraison (Client absent (reporte)),2022-03-21
247,#1332,2022-03-08,2022-03-10,Retourne au vendeur,2022-03-21,2022-03-15,,Orelle,H,,centre ville,Cheria,Tebessa,Logitech Haut-parleurs Z506 150W - Noir,32000,audio,Logitech,1050,oui,paye,0,ecommerce,Tentative echouee (Telephone injoignable),2022-03-13,Tentative echouee (Telephone injoignable),2022-03-14,Echec livraison (Telephone injoignable),2022-03-15
248,#1324,2022-03-08,2022-03-10,Livre,2022-03-12,2022-03-12,,Janeczka,H,2448372495,centre ville,El Karimia,Chlef,Ventouse 360 Degres Tete De Rotation Trepied,2500,audio,Ventouse,900,oui,paye,0,ecommerce,Livre,2022-03-12,,,,
249,#1370,2022-03-08,2022-03-08,Livre,2022-03-10,2022-03-10,,Eugen,H,5852843926,centre ville,Tizi Ouzou,Tizi Ouzou,Logitech Haut Parleur 5.1 Avec Caisson De Basses Lgitech - Z506 - Noir - Garantie 1 An,27500,audio,Logitech,750,oui,paye,0,ecommerce,Livre,2022-03-10,,,,
250,#1315,2022-03-08,2022-03-08,Livre,2022-03-09,2022-03-09,,Jillie,F,7858344404,centre ville,Ghriss,Mascara,Campus Enceintes Mini Portable Poppy Bluetooth - Sp-Fy24- Grise,2900,audio,Campus,1600,oui,paye,0,ecommerce,Livre,2022-03-09,,,,
251,1115,2022-03-08,2022-03-08,Livre,2022-03-09,2022-03-09,,Carr,H,9035157808,sacre coeur,Alger Centre,Alger,Makita Enceinte Bluetooth A Batterie 18V H.Parleur DMR200_Bleu,24350,audio,Makita,750,oui,paye,0,ecommerce,Livre,2022-03-09,,,,
252,#1438,2022-03-09,2022-03-10,Retourne au vendeur,2022-03-21,2022-03-14,,Shae,F,3169892116,degana,Bordj El Kiffan,Alger,Auto KIT TOURNE-VIS,1500,audio,Auto,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-12,Tentative echouee (Client absent (reporte)),2022-03-13,Echec livraison (Client ne repond pas),2022-03-14
253,#1436,2022-03-09,2022-03-09,Livre,2022-03-13,2022-03-13,,Amalee,F,8247199340,centre ville,Ouargla,Ouargla,Auto Porte Telephone Kd-042,800,audio,Auto,1050,oui,paye,0,ecommerce,Livre,2022-03-13,,,,
254,#1433,2022-03-09,2022-03-10,Livre,2022-03-13,2022-03-13,,Murielle,H,,centre ville,Boualem,El Bayadh,Makita Radio De Chantier Bluetooth 18 V Dmr108_Bleu,34850,audio,Makita,1050,oui,paye,0,ecommerce,Livre,2022-03-13,,,,
255,#1426,2022-03-09,2022-03-09,Livre,2022-03-10,2022-03-10,mohaned,Arleyne,H,,centre ville,Sig,Mascara,Genuine Portefeuilles Homme - Cuir Veritable - 501 - Marron,1900,Mode Homme,Genuine,750,oui,paye,0,ecommerce,Livre,2022-03-10,,,,
256,#1423,2022-03-09,2022-03-10,Livre,2022-03-13,2022-03-13,,,H,5753964562,centre ville,Ouled Moussa,Boumerdes,Baellerry Portefeuilles Homme - Cuir Veritable - Marron,1900,Mode Homme,Baellerry,900,oui,paye,0,ecommerce,Livre,2022-03-13,,,,
257,#1422,2022-03-09,2022-03-10,Livre,2022-03-12,2022-03-12,,Johnna,H,2636755555,centre ville,Ain El Turk,Oran,Sacoche cachee antivol - Noir,1799,Mode Homme,Sacoche,750,oui,paye,0,ecommerce,Livre,2022-03-12,,,,
258,#1382,2022-03-09,2022-03-09,Livre,2022-04-10,2022-04-10,,Charlene,H,3936659251,.,Bordj Badji Mokhtar,Adrar,Nike T-Shirt Hommes - M Nkct Dry Top Ss Clrblk - Noir,5800,Mode Homme,Nike,1600,oui,receivable,0,ecommerce,Livre,2022-04-10,,,,
259,#1420,2022-03-09,2022-03-10,Retourne au vendeur,2022-03-21,2022-03-15,,,H,4053809926,centre ville ,Annaba,Annaba,Polo Club Collection Chaussures Homme - Bleu - 44,9990,Mode Homme,Polo,750,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-13,Tentative echouee (Client absent (reporte)),2022-03-14,Echec livraison (Client absent (reporte)),2022-03-15
260,#1415,2022-03-09,2022-03-09,Livre,2022-03-13,2022-03-13,,Michaela,H,6506340088,centre ville,Barbacha,Bejaia,Celio T-Shirt - Pepiquetee - Blanc,1900,Mode Homme,Celio,900,oui,paye,0,ecommerce,Livre,2022-03-13,,,,
261,#1387,2022-03-09,2022-03-10,Retourne au vendeur,2022-03-26,2022-03-14,,Marion,H,9312368695,Ouargla ville,Ouargla,Ouargla,Pack De 12 Paires Chaussettes Unisexe - Blanc/Noir/Gris,950,Mode Homme,Pack,1050,oui,paye,0,ecommerce,Echec livraison (Le client n\'a pas commande),2022-03-14,,,,
262,#1414,2022-03-09,2022-03-10,Livre,2022-03-13,2022-03-13,,Waylan,F,5471995353,sidi mabrouk superieure ,Constantine,Constantine,Pack De 6 Debardeurs Tricot De Peau Homme - Blanc/Gris/Noir,1300,Mode Homme,Pack,900,oui,paye,0,ecommerce,Livre,2022-03-13,,,,
263,#1389,2022-03-09,2022-03-09,Retourne au vendeur,2022-03-29,2022-03-19,,,H,1219883053,Tindouf ville,Tindouf,Tindouf,Polo Club Collection Chaussures de Ville Homme - Noir - 44,3000,Mode Homme,Polo,1600,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-16,Tentative echouee (Client absent (reporte)),2022-03-17,Echec livraison (Client ne repond pas),2022-03-19
264,#1390,2022-03-09,2022-03-10,Retourne au vendeur,2022-03-21,2022-03-16,,Alva,H,,bechar ville,Bechar,Bechar,M&P T-Shirt Unisexe - Vert - Passeport,1700,Mode Homme,M&P,1050,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-14,Tentative echouee (Client ne repond pas),2022-03-15,Echec livraison (Client ne repond pas),2022-03-16
265,#1411,2022-03-09,2022-03-10,Livre,2022-03-12,2022-03-12,,,H,7172254090,centre ville,Baraki,Alger,Polo Club Collection Chaussure de Ville Pour homme - 6021-10 - bleu,10000,Mode Homme,Polo,750,oui,paye,0,ecommerce,Livre,2022-03-12,,,,
266,#1410,2022-03-09,2022-03-10,Retourne au vendeur,2022-03-21,2022-03-14,,Camilla,H,2694055983,bazar bouchahda ,Berrouaghia,Medea,Celio Chemise - ANACERCLE - Bleu,1900,Mode Homme,Celio,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-12,Tentative echouee (Client absent (reporte)),2022-03-13,Echec livraison (Client ne repond pas),2022-03-14
267,#1409,2022-03-09,2022-03-09,Retourne au vendeur,2022-03-26,2022-03-16,,Claudelle,H,4216563640,centre ville,Constantine,Constantine,M&P T-Shirt Unisexe Noir - Bts,1700,Mode Homme,M&P,900,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-12,Tentative echouee (Telephone injoignable),2022-03-14,Echec livraison (Telephone injoignable),2022-03-16
268,#1391,2022-03-09,2022-03-10,Livre,2022-03-13,2022-03-13,,,H,9253436964,Ghardaia ville,Ghardaia,Ghardaia,Celio T-Shirt - Tebasic - Bleu Wave,1250,Mode Homme,Celio,1050,oui,paye,0,ecommerce,Livre,2022-03-13,,,,
269,#1392,2022-03-09,2022-03-09,Livre,2022-03-12,2022-03-12,,Drud,F,5357054634,el hamiz kima la BNA,Dar El Beida,Alger,Adidas Sandale Homme - F35415 - Bleu,5500,Mode Homme,Adidas,750,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-10,Livre,2022-03-12,,
270,#1394,2022-03-09,2022-03-10,Livre,2022-03-14,2022-03-14,,Gerome,F,3236539641,.,Draria,Alger,Celio T-Shirt - Mepeachy - Prussian Blue,1200,Mode Homme,Celio,750,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-13,Livre,2022-03-14,,
271,#1412,2022-03-09,2022-03-10,Retourne au vendeur,2022-03-15,2022-03-12,,Stan,H,4748051016,centre ville,Alger Centre,Alger,Slazenger Short Pour Homme - Noir (S009155A),2700,Mode Homme,Slazenger,750,oui,paye,0,ecommerce,Echec livraison (Annule par le client),2022-03-12,,,,
272,#1396,2022-03-09,2022-03-10,Retourne au vendeur,2022-03-21,2022-03-14,,Garfield,H,8021911680,.,Bachdjerrah,Alger,Adidas Basket Homme - AQ0863 - Noir,8900,Mode Homme,Adidas,750,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-12,Tentative echouee (Client no-show),2022-03-13,Echec livraison (Client ne repond pas),2022-03-14
273,#1397,2022-03-09,2022-03-10,Livre,2022-03-13,2022-03-13,,Kellen,F,3339216185,Les bannaniers à côte de direction de commerce,Mohammadia,Alger,Linex Chemise Homme- Tono-Melbourne - Arieure,1200,Mode Homme,Linex,750,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-12,Livre,2022-03-13,,
274,#1286,2022-03-09,2022-03-10,Livre,2022-03-13,2022-03-13,,,F,2042177413,centre ville,El Bayadh,El Bayadh,Casquette Hommes - Noir,1200,Mode Homme,Casquette,1050,oui,paye,0,ecommerce,Livre,2022-03-13,,,,
275,#1400,2022-03-09,2022-03-10,Livre,2022-03-14,2022-03-14,,Esra,F,3789532262,Bir el ater ville,Bir el Ater,Tebessa,Celio T-Shirt - NEBET - Navy Blue 02,1500,Mode Homme,Celio,1050,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-13,Livre,2022-03-14,,
276,1241,2022-03-09,2022-03-10,Retourne au vendeur,2022-03-21,2022-03-15,,Aubert,H,9786687279,Haizer,Haizer,Bouira,Pack - 2 Lunettes Unisexe - Anti-Reflets HD Vision - Noir,1000,Mode Homme,Pack,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-13,Tentative echouee (Client absent (reporte)),2022-03-14,Echec livraison (Client absent (echoue)),2022-03-15
277,#1318,2022-03-09,2022-03-10,Livre,2022-03-14,2022-03-14,,Annette,H,2786770604,centre,Hassi Messaoud,Ouargla,Adidas Baskets Homme - F36166 - Bleu,6500,Mode Homme,Adidas,1050,oui,paye,0,ecommerce,Livre,2022-03-14,,,,
278,#1348,2022-03-09,2022-03-10,Retourne au vendeur,2022-03-16,2022-03-13,,Micky,H,2644444423,la nouvelle ville,Tizi Ouzou,Tizi Ouzou,Celio T-Shirt - Nebet - Black,1500,Mode Homme,Celio,900,oui,paye,0,ecommerce,Echec livraison (Annule par le client),2022-03-13,,,,
279,1240,2022-03-09,2022-03-10,Livre,2022-03-19,2022-03-19,,,H,9239421595,Tsabit,Tsabit,Adrar,Celio T-Shirt - PECRUISES - Light Blue,1200,Mode Homme,Celio,750,oui,paye,0,ecommerce,Livre,2022-03-19,,,,
280,1239,2022-03-09,2022-03-10,Livre,2022-03-12,2022-03-12,,Karel,H,2558922882,sidi lakhdar,Sidi Lakhdar,Ain Defla,FORCE7 Pack 06 Debardeur - Blanc,1050,Mode Homme,FORCE7,750,oui,paye,0,ecommerce,Livre,2022-03-12,,,,
281,1238,2022-03-09,2022-03-10,Retourne au vendeur,2022-03-26,2022-03-12,,,H,2298979344,Hai sabah,Bir El Djir,Oran,Puma Baskets homme - 192257-23 - noir,8500,Mode Homme,Puma,750,oui,paye,0,ecommerce,Echec livraison (Client absent (echoue)),2022-03-12,,,,
282,#1445,2022-03-09,2022-03-10,Livre,2022-03-12,2022-03-12,,Lorenza,H,2585428617,centre ville,El Malah,Ain Temouchent,Under Armour Debardeur Homme - THREADBORNE RUN MESH SINGLET - Noir,3600,Mode Homme,Under,750,oui,paye,0,ecommerce,Livre,2022-03-12,,,,
283,12981rmb,2022-03-09,,Retourne au vendeur,2022-03-21,,,Lucias,H,,,Sidi Bel Abbes,Sidi Bel Abbes,Miriale Boxer Homme -Florange Men - Blanc,600,Mode Homme,Miriale,1050,oui,paye,0,ecommerce,,,,,,
284,12981rmb,2022-03-09,2022-03-10,Livre,2022-03-14,2022-03-14,,Clareta,H,2847445416,,Bir el Ater,Tebessa,Anit Caleçon Boxeur Boutonne Pour Homme - Bleu Nuit,700,Mode Homme,Anit,1050,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-13,Livre,2022-03-14,,
285,echange31-rmb,2022-03-09,,Echange echoue,2022-03-21,,,Twila,H,8269609671,,Sidi Bel Abbes,Sidi Bel Abbes,Champion Tong Homme - S20874 - Noir,2990,Mode Homme,Champion,900,oui,pas pret,0,ecommerce,,,,,,
286,echange31-rmb,2022-03-09,2022-03-10,Retourne au vendeur,2022-03-21,2022-03-14,,,H,7609303387,,Oran,Oran,Under Armour Casquette Mixte - 1305003-632 - Rouge Bric,2900,Mode Homme,Under,750,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-12,Tentative echouee (Client absent (reporte)),2022-03-13,Echec livraison (Client ne repond pas),2022-03-14
287,11893remb,2022-03-09,,Retourne au vendeur,2022-03-21,,,Rosana,H,8454450154,,Sidi Bel Abbes,Sidi Bel Abbes,M&P T SHIRT THRASHER - NOIR,1700,Mode Homme,M&P,0,oui,paye,0,ecommerce,,,,,,
288,11893remb,2022-03-09,2022-03-10,Livre,2022-03-13,2022-03-13,,Laird,H,4658669261,,Batna,Batna,Celio Pantalon - NOLINT - Beige,2900,Mode Homme,Celio,900,oui,paye,0,ecommerce,Livre,2022-03-13,,,,
289,12079rmb,2022-03-09,,Retourne au vendeur,2022-03-15,,,,H,6026883992,,Sidi Bel Abbes,Sidi Bel Abbes,Pack De 4 V Col Tshirts Homme - Blanc/Vert/Bleu Royal/Bleu Marine,3990,Mode Homme,Pack,0,oui,paye,0,ecommerce,,,,,,
290,12079rmb,2022-03-09,2022-03-10,Livre,2022-03-12,2022-03-12,,Roarke,H,4604993793,,Tenes,Chlef,Celio Chemises - DASLIM - Light Blue 01,1500,Mode Homme,Celio,900,oui,paye,0,ecommerce,Livre,2022-03-12,,,,
291,L09I1X1G-RMB,2022-03-09,,Retourne au vendeur,2022-03-15,,,Johnathan,H,9719018723,,Sidi Bel Abbes,Sidi Bel Abbes,Celio T-Shirt - NEBET - Gris Chine,1500,Mode Homme,Celio,0,oui,paye,0,ecommerce,,,,,,
292,L09I1X1G-RMB,2022-03-09,2022-03-10,Livre,2022-03-12,2022-03-12,,Dalston,H,9095285941,,Gdyel,Oran,Nike Claquette Pour Homme Nike Benassi Noir - 343880-090,4200,Mode Homme,Nike,750,oui,paye,0,ecommerce,Livre,2022-03-12,,,,
293,62295aea17c9a,2022-03-10,,En preparation,2022-03-10,,mqlksdfj,Philippine,H,3653405023,mqlksdf,Adrar,Adrar,Diadora Claquettes Homme - 17483060035 - Bleu,2500,Mode Homme,Diadora,750,oui,pas pret,241,ecommerce,,,,,,
294,62295aeb7db07,2022-03-10,,En preparation,2022-03-10,,dd,Laurianne,H,2479071055,dd,Adrar,Adrar,Polo Club Collection Polo Homme A Rayures - Rouge & Noir,9950,Mode Homme,Polo,750,oui,pas pret,242,ecommerce,,,,,,
295,62295aecadfc1,2022-03-10,,En preparation,2022-03-10,,Mohamed,Shela,H,1336713518,adf,Adrar,Adrar,Artemis Portefeuilles Homme - Cuir - Noir,2200,Mode Homme,Artemis,750,oui,pas pret,243,ecommerce,,,,,,
296,62295aeeb0a83,2022-03-10,,En preparation,2022-03-10,,Hicham,Blondelle,H,1003476910,some randome address here,Sidi Amar,Saida,Celio T-Shirt - Pepiquetee - Navy,1900,Mode Homme,Celio,1050,oui,pas pret,244,ecommerce,,,,,,
297,62295aefe332b,2022-03-10,,En preparation,2022-03-10,,Hicham,Ceciley,H,7583942047,some randome address here,Sidi Amar,Saida,Under Armour T-Shirt Homme - Ua Threadborne Hoody - Bleu,2600,Mode Homme,Under,1050,oui,pas pret,245,ecommerce,,,,,,
298,62295af14161a,2022-03-10,,En preparation,2022-03-10,,Hicham,Hamlin,H,9222423515,some randome address here,Sidi Amar,Saida,Polo Club Collection Chaussures Homme - Marron Fonce - 0348-04,10000,Mode Homme,Polo,900,oui,pas pret,246,ecommerce,,,,,,
299,62295af29745c,2022-03-10,,En preparation,2022-03-10,,Rida,,H,6089632843,some randome address here,Oran,Oran,Celio T-Shirt - MEPEACHY - Noir,1200,Mode Homme,Celio,750,oui,pas pret,247,ecommerce,,,,,,
300,62295af3dda75,2022-03-10,,En preparation,2022-03-10,,Hicham,Lacie,H,,some randome address here,Sidi Amar,Saida,Polo Club Collection Polo Homme - 3 Grand Logo - Vert..,9950,Mode Homme,Polo,750,non,pas pret,248,ecommerce,,,,,,
301,62295af51f49f,2022-03-10,,En preparation,2022-03-10,,Rida,Sheppard,H,3626791373,some randome address here,Oran,Oran,Cross Hatch Crosshatch Shorts De Bain Casual Mesh Floral- Noir (Ch113610),2990,Mode Homme,Cross,750,non,pas pret,249,ecommerce,,,,,,
302,62295af6424bb,2022-03-10,,En preparation,2022-03-10,,slimani bouchra,Candy,F,4587455699,some randome address here,Ain Deheb,Tiaret,Pack - 2 Polos Shirts Homme - Manches Courtes - Blanc/Vert,4600,Mode Homme,Pack,750,oui,pas pret,250,ecommerce,,,,,,
303,62295af79d962,2022-03-10,,En preparation,2022-03-10,,azzouz safia,Willard,F,,some randome address here,Sidi Amar,Saida,VO7 Baskets Homme - Y-Knit Dusk - Gris,3500,Mode Homme,VO7,750,non,pas pret,251,ecommerce,,,,,,
304,62295af8eb45c,2022-03-10,,En preparation,2022-03-10,,arab malak,,F,5414412951,some randome address here,Oran,Oran,Celio T-Shirt - Pecruises - White,1200,Mode Homme,Celio,750,non,pas pret,252,ecommerce,,,,,,
305,62295afaa6a57,2022-03-10,,En preparation,2022-03-10,,Mohamed Slimani,Ameline,H,3772281773,some randome address here,Ain Deheb,Tiaret,Polo Club Collection Chaussures Homme - Noir & Blanc - 6025-02,9850,Mode Homme,Polo,1050,oui,pas pret,253,ecommerce,,,,,,
306,62295afbef168,2022-03-10,,En preparation,2022-03-10,,Hicham,Virginie,H,7493320277,some randome address here,Sidi Amar,Saida,Polo Club Collection Chaussures Homme - Bleu - 44,9990,Mode Homme,Polo,1050,non,pas pret,254,ecommerce,,,,,,
307,62295afd223be,2022-03-10,,En preparation,2022-03-10,,Rida,,H,1588851078,some randome address here,Oran,Oran,Celio T-Shirt - Pepiquetee - Blanc,1900,Mode Homme,Celio,900,non,pas pret,255,ecommerce,,,,,,
308,62295afe5ad55,2022-03-10,,En preparation,2022-03-10,,Hicham,,H,5063331892,some randome address here,Sidi Amar,Saida,Pack De 12 Paires Chaussettes Unisexe - Blanc/Noir/Gris,950,Mode Homme,Pack,750,non,pas pret,256,ecommerce,,,,,,
309,62295aff8233f,2022-03-10,,En preparation,2022-03-10,,Rida,Clo,H,5416301541,some randome address here,Oran,Oran,Pack De 6 Debardeurs Tricot De Peau Homme - Blanc/Gris/Noir,1300,Mode Homme,Pack,750,non,pas pret,257,ecommerce,,,,,,
310,62295b00ceecb,2022-03-10,,En preparation,2022-03-10,,Mohamed Slimani,Bernie,H,8352495682,some randome address here,Ain Deheb,Tiaret,Polo Club Collection Chaussures de Ville Homme - Noir - 44,3000,Mode Homme,Polo,900,oui,pas pret,258,ecommerce,,,,,,
311,62295b022c509,2022-03-10,,En preparation,2022-03-10,,Hicham,Germain,H,4082569491,some randome address here,Sidi Amar,Saida,M&P T-Shirt Unisexe - Vert - Passeport,1700,Mode Homme,M&P,750,non,pas pret,259,ecommerce,,,,,,
312,62295aea17c9a,2022-03-10,,En preparation,2022-03-10,,mqlksdfj,,H,2106768498,mqlksdf,Adrar,Adrar,Polo Club Collection Chaussure de Ville Pour homme - 6021-10 - bleu,10000,Mode Homme,Polo,750,oui,pas pret,260,ecommerce,,,,,,
313,62295aeeb0a83,2022-03-10,,En preparation,2022-03-10,,Hicham,Cynthy,H,7406207011,some randome address here,Sidi Amar,Saida,Celio Chemise - ANACERCLE - Bleu,1900,Mode Homme,Celio,750,oui,pas pret,260,ecommerce,,,,,,
